Species,circRNA name,circAltas ID,Postion,Strand,Host gene,Disease Name,Expression Pattern,PMID,miRNA
human,hsa_circ_0009910,"<a href=""./circ_detail.php?ID=hsa-MFN2_000002"">hsa-MFN2_000002</a>",chr1:12049222|12052747,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=MFN2"" target=""_blank"">MFN2</a>",Osteosarcoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29117539"" target=""_blank"">29117539</a>",N/A
human,hsa_circ_0010090/circFBLIM1,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:16084668|16113084,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLIM"" target=""_blank"">FBLIM</a>",Liver cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=30053867"" target=""_blank"">30053867</a>",N/A
human,hsa_circ_0010235,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:19201875|19216599,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH4A1"" target=""_blank"">ALDH4A1</a>",Non-Small cell Lung Cancer tumorigenesis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29372377"" target=""_blank"">29372377</a>",N/A
human,hsa_circ_0010567,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:22155875|22166510,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPG2"" target=""_blank"">HSPG2</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28933584"" target=""_blank"">28933584</a>",N/A
human,hsa_circ_001066/hsa_circRNA_001066,"<a href=""./circ_detail.php?ID=hsa-ARIH1_000069"">hsa-ARIH1_000069</a>",chr15:72789132|72848248,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ARIH1"" target=""_blank"">ARIH1</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28184940"" target=""_blank"">28184940</a>",N/A
human,hsa_circ_0011021,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:27117249|27121725,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGV"" target=""_blank"">PIGV</a>",Cervical cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29156822"" target=""_blank"">29156822</a>","miR-139-3p,miR-376a*,miR-1200"
human,hsa_circ_0011107,"<a href=""./circ_detail.php?ID=hsa-RPA2_000005"">hsa-RPA2_000005</a>",chr1:28223516|28224218,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=RPA2"" target=""_blank"">RPA2</a>",Gastric cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28544609"" target=""_blank"">28544609</a>",N/A
human,hsa_circ_0011946,"<a href=""./circ_detail.php?ID=hsa-SCMH1_000016"">hsa-SCMH1_000016</a>",chr1:41578955|41618413,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCMH1"" target=""_blank"">SCMH1</a>",Breast cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29593432"" target=""_blank"">29593432</a>",N/A
human,hsa_circ_0012129,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:4446780|44450727,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Glioblastoma,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=N/A"" target=""_blank"">N/A</a>",N/A
human,hsa_circ_0012380,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:47761436|47778693,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=STIL"" target=""_blank"">STIL</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28933584"" target=""_blank"">28933584</a>",N/A
human,hsa_circ_001242,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr10:17157441|17168917,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TRDMT1"" target=""_blank"">TRDMT1</a>",Oral squamous cell carcinoma,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=N/A"" target=""_blank"">N/A</a>",N/A
human,hsa_circ_0012673,"<a href=""./circ_detail.php?ID=hsa-DHCR24_000003"">hsa-DHCR24_000003</a>",chr1:55340766|55341720,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DHCR24"" target=""_blank"">DHCR24</a>",Lung adenocarcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29366790"" target=""_blank"">29366790</a>","miR-6400,miR-1933-5p,miR-374c-5p,miR-7667-5p,miR-7031-5p"
human,hsa_circ_0013255,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:97543299|97915779,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DPYD"" target=""_blank"">DPYD</a>",Radiation-induced liver fibrosis,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28774651"" target=""_blank"">28774651</a>",N/A
human,hsa_circ_001349,"<a href=""./circ_detail.php?ID=hsa-FAM188A_000035"">hsa-FAM188A_000035</a>",chr10:15858834|15889942,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM188A"" target=""_blank"">FAM188A</a>",Lupus Nephritis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29499937"" target=""_blank"">29499937</a>",N/A
human,hsa_circ_0013958/hsa_circRNA_100323,"<a href=""./circ_detail.php?ID=hsa-ACP6_000003"">hsa-ACP6_000003</a>",chr1:147131075|147131890,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP6"" target=""_blank"">ACP6</a>",Lung adenocarcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28685964"" target=""_blank"">28685964</a>","miR-29,CDK6"
human,hsa_circ_0014130,"<a href=""./circ_detail.php?ID=hsa-PIP5K1A_000019"">hsa-PIP5K1A_000019</a>",chr1:151206673|151212515,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP5K1A"" target=""_blank"">PIP5K1A</a>",Non-small cell lung cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29440731"" target=""_blank"">29440731</a>",N/A
human,hsa_circ_0014717,"<a href=""./circ_detail.php?ID=hsa-CCT3_000001"">hsa-CCT3_000001</a>",chr1:156290630|156304709,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT3"" target=""_blank"">CCT3</a>",Colorectal cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29571246"" target=""_blank"">29571246</a>","miR-134,cyclin D1"
human,hsa_circ_0014717,"<a href=""./circ_detail.php?ID=hsa-CCT3_000001"">hsa-CCT3_000001</a>",chr1:156290630|156304709,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT3"" target=""_blank"">CCT3</a>",Gastric cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28544609"" target=""_blank"">28544609</a>",N/A
human,hsa_circ_0014961,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:161011905|161015757,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=USF1"" target=""_blank"">USF1</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28933584"" target=""_blank"">28933584</a>",N/A
human,hsa_circ_0015350,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:175916330|176105683,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=RFWD2"" target=""_blank"">RFWD2</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28933584"" target=""_blank"">28933584</a>",N/A
human,hsa_circ_0015449,"<a href=""./circ_detail.php?ID=hsa-SOAT1_000004"">hsa-SOAT1_000004</a>",chr1:179311248|179312770,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SOAT1"" target=""_blank"">SOAT1</a>",Basal cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27097056"" target=""_blank"">27097056</a>",N/A
human,hsa_circ_0015756,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:196706604|196712758,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CFH"" target=""_blank"">CFH</a>",Hepatoblastoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29414822"" target=""_blank"">29414822</a>",N/A
human,hsa_circ_0016347,"<a href=""./circ_detail.php?ID=hsa-KCNH1_000015"">hsa-KCNH1_000015</a>",chr1:211092982|211192598,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH1"" target=""_blank"">KCNH1</a>",Osteosarcoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28424426"" target=""_blank"">28424426</a>",N/A
human,hsa_circ_001654/hsa_circRNA_001654,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr6:42903447|42905047,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Infantile Hemangioma (IH),N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29095957"" target=""_blank"">29095957</a>","miR-7,miR-20a,miR-214"
human,hsa_circ_0016723,"<a href=""./circ_detail.php?ID=hsa-PSEN2_000002"">hsa-PSEN2_000002</a>",chr1:227073239|227076750,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSEN2"" target=""_blank"">PSEN2</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28933584"" target=""_blank"">28933584</a>",N/A
human,hsa_circ_0016760,"<a href=""./circ_detail.php?ID=hsa-SNAP47_000002"">hsa-SNAP47_000002</a>",chr1:227935393|227947186,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAP47"" target=""_blank"">SNAP47</a>",Non-small cell lung cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29440731"" target=""_blank"">29440731</a>","MTP18,miR-652-3p"
human,hsa_circ_0016901,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:231672958|231837770,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TSNAX-DISC1"" target=""_blank"">TSNAX-DISC1</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28933584"" target=""_blank"">28933584</a>",N/A
human,hsa_circ_0017446,"<a href=""./circ_detail.php?ID=hsa-WDR37_000018"">hsa-WDR37_000018</a>",chr10:1125951|1132297,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR37"" target=""_blank"">WDR37</a>",Acute myeloid leukemia,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28282919"" target=""_blank"">28282919</a>",N/A
human,hsa_circ_0017515,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr10:3818187|3824406,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF6"" target=""_blank"">KLF6</a>",Hepatoblastoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29414822"" target=""_blank"">29414822</a>",N/A
human,hsa_circ_0017841,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr10:15713601|15714748,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA8"" target=""_blank"">ITGA8</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28933584"" target=""_blank"">28933584</a>",N/A
human,hsa_circ_0017949,"<a href=""./circ_detail.php?ID=hsa-MLLT10_000005"">hsa-MLLT10_000005</a>",chr10:21962279|22016857,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=MLLT10"" target=""_blank"">MLLT10</a>",Breast cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28933584"" target=""_blank"">28933584</a>",N/A
human,hsa_circ_0018289,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr10:46968580|46969453,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT15"" target=""_blank"">SYT15</a>",Cervical cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29156822"" target=""_blank"">29156822</a>",N/A
human,hsa_circ_0018293,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr10:47164293|47166311,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Breast cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28744405"" target=""_blank"">28744405</a>",N/A
human,hsa_circ_0018508,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr10:70174795|70229920,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DNA2"" target=""_blank"">DNA2</a>",Type2 diabetes mellitus,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27878383"" target=""_blank"">27878383</a>","miR-556-5p,hsa-miR-521,hsa-miR-1204,hsa-miR-146b-3p,hsa-miR-512-5p,hsa-miR-663b,hsa-miR-1258,hsa-miR-1233,hsa-miR-1296"
human,hsa_circ_0019069,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr10:91195816|91222381,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A12"" target=""_blank"">SLC16A12</a>",Diabetes retinopathy,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29288268"" target=""_blank"">29288268</a>",N/A
human,hsa_circ_001959/hsa_circRNA_001959,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr5:139042473|139043291,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CXXC5"" target=""_blank"">CXXC5</a>",Gastric cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28184940"" target=""_blank"">28184940</a>",N/A
human,hsa_circ_001988/hsa_circ_0001451,"<a href=""./circ_detail.php?ID=hsa-FBXW7_000044"">hsa-FBXW7_000044</a>",chr4:153332455|153333681,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW7"" target=""_blank"">FBXW7</a>",Colorectal cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=26884878"" target=""_blank"">26884878</a>",N/A
human,hsa_circ_0020123,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr10:119042605|119049859,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDZD8"" target=""_blank"">PDZD8</a>",Non-Small cell Lung Cancer tumorigenesis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29372377"" target=""_blank"">29372377</a>","miR-5001-3p,miR-718,miR-4793-3p,miR-4524a-5p,miR-513a-5p"
human,hsa_circ_002082/hsa_circ_0000271,"<a href=""./circ_detail.php?ID=hsa-RP11-108K14_000002"">hsa-RP11-108K14_000002</a>",chr10:135209216|135216277,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=MTG1"" target=""_blank"">MTG1</a>",Hepatic steatosis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28717649"" target=""_blank"">28717649</a>",N/A
human,hsa_circ_0021001,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr11:6499967|6501693,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFIP2"" target=""_blank"">ARFIP2</a>",Intracranial aneurysms,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29291016"" target=""_blank"">29291016</a>",N/A
human,hsa_circ_0021093,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr11:8714898|8728772,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ST5"" target=""_blank"">ST5</a>",Hepatocellular carcinoma,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=30018710"" target=""_blank"">30018710</a>",N/A
human,hsa_circ_0022080,"<a href=""./circ_detail.php?ID=hsa-NUP160_000033"">hsa-NUP160_000033</a>",chr11:47823363|47825088,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP160"" target=""_blank"">NUP160</a>",Colorectal cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28656150"" target=""_blank"">28656150</a>","miR-765,miR-30b-3p,miR-876-3p,miR-26b-3p,miR-196b-5p"
human,hsa_circ_0022342,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr11:61314648|61318935,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT7"" target=""_blank"">SYT7</a>",chronic thromboembolic pulmonary hypertension,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28682884"" target=""_blank"">28682884</a>",N/A
human,hsa_circ_0022383/hsa_circRNA_100833,"<a href=""./circ_detail.php?ID=hsa-FADS2_000004"">hsa-FADS2_000004</a>",chr11:61605250|61615756,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS2"" target=""_blank"">FADS2</a>",Cutaneous squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27298156"" target=""_blank"">27298156</a>","hsa-miR-141-3p,hsa-miR-588,hsa-miR-660-3p,hsa-miR-136-5p,hsa-miR-200a-3p"
human,hsa_circ_0022383/hsa_circRNA_100833,"<a href=""./circ_detail.php?ID=hsa-FADS2_000004"">hsa-FADS2_000004</a>",chr11:61605250|61615756,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS2"" target=""_blank"">FADS2</a>",Basal cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27097056"" target=""_blank"">27097056</a>","miR-653-5p,miR-339-5p,miR-330-5p,miR-595,miR-629-3p"
human,hsa_circ_0022392/hsa_circRNA_100834,"<a href=""./circ_detail.php?ID=hsa-FADS2_000001"">hsa-FADS2_000001</a>",chr11:61630444|61631258,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS2"" target=""_blank"">FADS2</a>",Basal cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27097056"" target=""_blank"">27097056</a>",N/A
human,hsa_circ_0022392/hsa_circRNA_100834,"<a href=""./circ_detail.php?ID=hsa-FADS2_000001"">hsa-FADS2_000001</a>",chr11:61630444|61631258,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS2"" target=""_blank"">FADS2</a>",Cutaneous squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27298156"" target=""_blank"">27298156</a>",N/A
human,hsa_circ_0023110,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr11:67351065|67354124,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTP1"" target=""_blank"">GSTP1</a>",Hepatoblastoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29414822"" target=""_blank"">29414822</a>",N/A
human,hsa_circ_0023114,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr11:67351934|67352243,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTP1"" target=""_blank"">GSTP1</a>",Hepatoblastoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29414822"" target=""_blank"">29414822</a>","miR-145-3p,miR-194-3p,miR-23b-5p,miR-32-3p,miR-619-5p"
human,hsa_circ_0023115,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr11:67351934|67352712,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTP1"" target=""_blank"">GSTP1</a>",Ovarian endometriosis,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29334789"" target=""_blank"">29334789</a>","miR-23b-5p,miR-93-3p,miR-581,miR-23a-5p"
human,hsa_circ_0023117,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr11:67352155|67354124,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTP1"" target=""_blank"">GSTP1</a>",Hepatoblastoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29414822"" target=""_blank"">29414822</a>","miR-765,miR-495-3p,miR-665,miR-193b-5p,miR-124-5p"
human,hsa_circ_0023404/circRNA_100876/circ-CER,"<a href=""./circ_detail.php?ID=hsa-RNF121_000005"">hsa-RNF121_000005</a>",chr11:71668273|71671937,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF121"" target=""_blank"">RNF121</a>",Non-small cell lung cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28343871"" target=""_blank"">28343871</a>",N/A
human,hsa_circ_0023642,"<a href=""./circ_detail.php?ID=hsa-UVRAG_000050"">hsa-UVRAG_000050</a>",chr11:75727859|75728024,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=UVRAG"" target=""_blank"">UVRAG</a>",Gastric cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28737829"" target=""_blank"">28737829</a>",N/A
human,hsa_circ_0023956,"<a href=""./circ_detail.php?ID=hsa-C11orf73_000004"">hsa-C11orf73_000004</a>",chr11:86017287|86017524,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=C11orf73"" target=""_blank"">C11orf73</a>",Active pulmonary tuberculosis,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28846924"" target=""_blank"">28846924</a>",N/A
human,hsa_circ_0024108,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr11:102660640|102667893,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP1"" target=""_blank"">MMP1</a>",Hypopharyngeal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28514762"" target=""_blank"">28514762</a>",N/A
human,hsa_circ_0024892,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr11:130749518|130749606,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX19"" target=""_blank"">SNX19</a>",Multiple sclerosis,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28651352"" target=""_blank"">28651352</a>",N/A
human,hsa_circ_0026143,"<a href=""./circ_detail.php?ID=hsa-TROAP_000002"">hsa-TROAP_000002</a>",chr12:49722710|49723237,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TROAP"" target=""_blank"">TROAP</a>",Ovarian endometriosis,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29334789"" target=""_blank"">29334789</a>",N/A
human,hsa_circ_0026372,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr12:52679696|52680606,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT81"" target=""_blank"">KRT81</a>",Diabetes retinopathy,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29288268"" target=""_blank"">29288268</a>",N/A
human,hsa_circ_0026388,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr12:52817853|52827036,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT75"" target=""_blank"">KRT75</a>",Diabetes retinopathy,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29288268"" target=""_blank"">29288268</a>",N/A
human,hsa_circ_0028882,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr12:120907659|120936298,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNLL1"" target=""_blank"">DYNLL1</a>",Postmenopausal Osteoporosis,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29742503"" target=""_blank"">29742503</a>",N/A
human,hsa_circ_0029067,"<a href=""./circ_detail.php?ID=hsa-CLIP1_000162"">hsa-CLIP1_000162</a>",chr12:122819195|122826244,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIP1"" target=""_blank"">CLIP1</a>",Facet joint osteoarthritis,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29470979"" target=""_blank"">29470979</a>",N/A
